datetime,AAPL,cash,commission,total,returns,equity_curve,drawdown
2016-05-27,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-05-31,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-06-01,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-06-02,0.0,100000.0,0.0,100000.0,0.0,1.0,0.0
2016-06-03,2254.3779373168945,97748.72678375244,1.5,100003.10472106934,3.104721069346894e-05,1.0000310472106935,0.0
2016-06-06,2270.724105834961,97748.72678375244,1.5,100019.4508895874,0.00016345661030880976,1.0001945088958741,0.0
2016-06-07,2279.9333572387695,97748.72678375244,1.5,100028.66014099121,9.207460470839202e-05,1.0002866014099123,0.0
2016-06-08,2277.860450744629,97748.72678375244,1.5,100026.58723449707,-2.072312566436807e-05,1.0002658723449709,2.0729064941438224e-05
2016-06-09,2294.207000732422,97748.72678375244,1.5,100042.93378448486,0.00016342205047426006,1.000429337844849,0.0
2016-06-10,2275.32901763916,97748.72678375244,1.5,100024.0558013916,-0.0001886988153898539,1.0002405580139164,0.00018877983093257278
2016-06-13,2241.0247802734375,97748.72678375244,1.5,99989.75156402588,-0.0003429598719115745,0.9998975156402592,0.0005318222045898047
2016-06-14,2243.7877655029297,97748.72678375244,1.5,99992.51454925537,2.7632684212797187e-05,0.9999251454925541,0.0005041923522949299
2016-06-15,2236.420249938965,97748.72678375244,1.5,99985.1470336914,-7.368067097002218e-05,0.9998514703369143,0.0005778675079346485
2016-06-16,2245.8593368530273,97748.72678375244,1.5,99994.58612060547,9.440489106737893e-05,0.9999458612060551,0.00048347663879388936
2016-06-17,2194.7494506835938,97748.72678375244,1.5,99943.47623443604,-0.000511126533468409,0.9994347623443608,0.000994575500488204
2016-06-20,2189.4540786743164,97748.72678375244,1.5,99938.18086242676,-5.298366845729596e-05,0.9993818086242681,0.001047529220580934
2016-06-21,2208.102226257324,97748.72678375244,1.5,99956.82901000977,0.00018659682838007008,0.9995682901000981,0.0008610477447509313
2016-06-22,2199.814987182617,97748.72678375244,1.5,99948.54177093506,-8.290818303047232e-05,0.999485417709351,0.0009439201354980442
2016-06-23,2212.476348876953,97748.72678375244,1.5,99961.2031326294,0.000126678803612279,0.9996120313262943,0.0008173065185547168
2016-06-24,2150.315284729004,97748.72678375244,1.5,99899.04206848145,-0.0006218519005365408,0.9989904206848148,0.0014389171600341921
2016-06-27,2119.004440307617,97748.72678375244,1.5,99867.73122406006,-0.00031342487148100506,0.998677312240601,0.0017520256042480309
2016-06-28,2154.690170288086,97748.72678375244,1.5,99903.41695404053,0.00035732993573667216,0.9990341695404056,0.001395168304443417
2016-06-29,2173.3373641967773,97748.72678375244,1.5,99922.06414794922,0.00018665221348013183,0.9992206414794926,0.0012086963653563654
2016-06-30,2200.9653091430664,97748.72678375244,1.5,99949.69209289551,0.0002764949381488524,0.9994969209289556,0.0009324169158934081
2016-07-01,2207.642364501953,97748.72678375244,1.5,99956.3691482544,6.680416136428668e-05,0.9995636914825444,0.0008656463623045729
2016-07-05,2186.9213104248047,97748.72678375244,1.5,99935.64809417725,-0.00020730098795818108,0.999356480941773,0.0010728569030760138
2016-07-06,2199.35359954834,97748.72678375244,1.5,99948.08038330078,0.0001244029469025243,0.9994808038330083,0.000948534011840696
2016-07-07,2208.793067932129,97748.72678375244,1.5,99957.51985168457,9.444371865452439e-05,0.9995751985168461,0.0008541393280029341
2016-07-08,2225.8298873901367,97748.72678375244,1.5,99974.55667114258,0.0001704405979989776,0.9997455667114262,0.0006837711334227725
2016-07-11,2232.736587524414,97748.72678375244,1.5,99981.46337127686,6.908457875942631e-05,0.9998146337127691,0.0006147041320798685
2016-07-12,2242.8661346435547,97748.72678375244,1.5,99991.592918396,0.00010131425143811157,0.9999159291839607,0.000513408660888337
2016-07-13,2230.2040100097656,97748.72678375244,1.5,99978.9307937622,-0.00012663189238437678,0.9997893079376228,0.000640029907226225
2016-07-14,2274.407196044922,97748.72678375244,1.5,100023.13397979736,0.0004421250125823395,1.0002313397979743,0.00019799804687470335
2016-07-15,2274.1777420043945,97748.72678375244,1.5,100022.90452575684,-2.294009709524758e-06,1.000229045257569,0.0002002925872799377
2016-07-18,2298.351287841797,97748.72678375244,1.5,100047.07807159424,0.00024168010269254303,1.000470780715943,0.0
2016-07-19,2299.272346496582,97748.72678375244,1.5,100047.99913024902,9.206252421734007e-06,1.0004799913024909,0.0
2016-07-20,2301.3439178466797,97748.72678375244,1.5,100050.07070159912,2.070577490909109e-05,1.000500707015992,0.0
2016-07-21,2289.1420364379883,97748.72678375244,1.5,100037.86882019043,-0.00012195774898637879,1.000378688201905,0.00012201881408691051
2016-07-22,2271.414375305176,97748.72678375244,1.5,100020.14115905762,-0.00017720950417965398,1.0002014115905768,0.00029929542541506926
2016-07-25,2241.0247802734375,97748.72678375244,1.5,99989.75156402588,-0.00030383475447626207,0.9998975156402594,0.0006031913757325036
2016-07-26,2225.5992889404297,97748.72678375244,1.5,99974.32607269287,-0.000154270723666472,0.9997432607269293,0.0007574462890626021
2016-07-27,2370.182228088379,97748.72678375244,1.5,100118.90901184082,0.001446200687992949,1.0011890901184088,0.0
2016-07-28,2402.182960510254,97748.72678375244,1.5,100150.9097442627,0.00031962725860390506,1.0015090974426275,0.0
2016-07-29,2399.190139770508,97748.72678375244,1.5,100147.91692352295,-2.988311087126494e-05,1.00147916923523,2.992820739744495e-05
2016-08-01,2441.55216217041,97748.72678375244,1.5,100190.27894592285,0.00042299454348371235,1.0019027894592292,0.0
2016-08-02,2405.4067611694336,97748.72678375244,1.5,100154.13354492188,-0.0003607675453273229,1.0015413354492193,0.0003614540100098651
2016-08-03,2435.566520690918,97748.72678375244,1.5,100184.29330444336,0.00030113344755711147,1.001842933044434,5.9856414795111945e-05
2016-08-04,2450.612258911133,97748.72678375244,1.5,100199.33904266357,0.00015018060939442357,1.0019933904266363,0.0
2016-08-05,2487.8795623779297,97748.72678375244,1.5,100236.60634613037,0.0003719316297179365,1.0023660634613043,0.0
2016-08-08,2508.4800720214844,97748.72678375244,1.5,100257.20685577393,0.00020551882585118086,1.00257206855774,0.0
2016-08-09,2518.66512298584,97748.72678375244,1.5,100267.39190673828,0.00010158921521719044,1.0026739190673835,0.0
2016-08-10,2499.915885925293,97748.72678375244,1.5,100248.64266967773,-0.00018699236814678777,1.0024864266967781,0.00018749237060533552
2016-08-11,2498.295021057129,97748.72678375244,1.5,100247.02180480957,-1.6168447023345855e-05,1.0024702180480964,0.000203701019287017
2016-08-12,2504.0822982788086,97748.72678375244,1.5,100252.80908203125,5.7730166118430404e-05,1.0025280908203131,0.00014582824707032316
2016-08-15,2534.1737747192383,97748.72678375244,1.5,100282.90055847168,0.00030015594292032155,1.0028290055847173,0.0
2016-08-16,2531.8593978881836,97748.72678375244,1.5,100280.58618164062,-2.307847916405148e-05,1.0028058618164069,2.3143768310474044e-05
2016-08-17,2528.155517578125,97748.72678375244,1.5,100276.88230133057,-3.6935168122642636e-05,1.0027688230133063,6.0182571411049324e-05
2016-08-18,2524.9149322509766,97748.72678375244,1.5,100273.64171600342,-3.231637494882644e-05,1.0027364171600348,9.258842468251594e-05
2016-08-19,2531.3962936401367,97748.72678375244,1.5,100280.12307739258,6.463674080481319e-05,1.0028012307739262,2.777481079108135e-05
2016-08-22,2511.720848083496,97748.72678375244,1.5,100260.44763183594,-0.0001962048405290684,1.00260447631836,0.00022452926635740944
2016-08-23,2519.5913314819336,97748.72678375244,1.5,100268.31811523438,7.850038159951112e-05,1.0026831811523442,0.0001458244323730984
2016-08-24,2500.6101608276367,97748.72678375244,1.5,100249.33694458008,-0.00018930377023462786,1.0024933694458011,0.0003356361389161844
2016-08-25,2489.9621963500977,97748.72678375244,1.5,100238.68898010254,-0.00010621481200845384,1.0023868898010257,0.0004421157836915768
2016-08-26,2475.379753112793,97748.72678375244,1.5,100224.10653686523,-0.00014547719434154782,1.0022410653686527,0.0005879402160646752
2016-08-29,2472.601890563965,97748.72678375244,1.5,100221.3286743164,-2.771651097543959e-05,1.0022132867431643,0.0006157188415529813
2016-08-30,2453.6211013793945,97748.72678375244,1.5,100202.34788513184,-0.00018938872030171972,1.0020234788513187,0.0008055267333986205
2016-08-31,2455.9350967407227,97748.72678375244,1.5,100204.66188049316,2.3093224960968328e-05,1.002046618804932,0.0007823867797853712
2016-09-01,2470.5188751220703,97748.72678375244,1.5,100219.24565887451,0.00014553991907817476,1.0021924565887455,0.0006365489959718751
2016-09-02,2493.665885925293,97748.72678375244,1.5,100242.39266967773,0.00023096373008035798,1.0024239266967776,0.0004050788879397249
2016-09-06,2492.9712295532227,97748.72678375244,1.5,100241.69801330566,-6.929766474761401e-06,1.002416980133057,0.0004120254516604138
2016-09-07,0.0,100240.19801330566,3.0,100240.19801330566,-1.4963832713599245e-05,1.002401980133057,0.00042702545166029005
2016-09-08,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-09,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-12,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-13,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-14,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-15,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-16,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-19,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-20,0.0,100240.19801330566,3.0,100240.19801330566,0.0,1.002401980133057,0.00042702545166029005
2016-09-21,2628.3836364746094,97609.85108184814,4.5,100238.23471832275,-1.958590487471934e-05,1.0023823471832278,0.000446658401489497
2016-09-22,2653.151321411133,97609.85108184814,4.5,100263.00240325928,0.00024708819948915384,1.002630024032593,0.00019898155212438873
2016-09-23,2608.9399337768555,97609.85108184814,4.5,100218.791015625,-0.00044095415631439927,1.00218791015625,0.0006410954284672421
2016-09-26,2612.874984741211,97609.85108184814,4.5,100222.72606658936,3.926460222158923e-05,1.0022272606658937,0.0006017449188235879
2016-09-27,2617.735481262207,97609.85108184814,4.5,100227.58656311035,4.849694986108766e-05,1.0022758656311037,0.0005531399536136128
2016-09-28,2637.6426696777344,97609.85108184814,4.5,100247.49375152588,0.00019861985206026667,1.0024749375152588,0.0003540680694584797
2016-09-29,2596.6712951660156,97609.85108184814,4.5,100206.52237701416,-0.0004087022326291212,1.0020652237701415,0.0007637818145758146
2016-09-30,2616.8102264404297,97609.85108184814,4.5,100226.66130828857,0.00020097425593368357,1.0022666130828857,0.0005623925018316545
2016-10-03,2604.542350769043,97609.85108184814,4.5,100214.39343261719,-0.00012240132027996342,1.0021439343261718,0.0006850712585455554
2016-10-04,2615.652656555176,97609.85108184814,4.5,100225.50373840332,0.00011086536978943684,1.002255037384033,0.0005739682006842273
2016-10-05,2616.8102264404297,97609.85108184814,4.5,100226.66130828857,1.1549653951004046e-05,1.0022666130828854,0.0005623925018318765
2016-10-06,2636.2533569335938,97609.85108184814,4.5,100246.10443878174,0.00019399160103072965,1.002461044387817,0.0003679611969003016
2016-10-07,2640.188789367676,97609.85108184814,4.5,100250.03987121582,3.9257709375517535e-05,1.002500398712158,0.00032860687255942267
2016-10-10,2686.252021789551,97609.85108184814,4.5,100296.1031036377,0.0004594834324360697,1.0029610310363768,0.0
2016-10-11,2692.0394897460938,97609.85108184814,4.5,100301.89057159424,5.7703816773058136e-05,1.0030189057159422,0.0
2016-10-12,2716.1121368408203,97609.85108184814,4.5,100325.96321868896,0.0002400019277557508,1.0032596321868894,0.0
2016-10-13,2707.779121398926,97609.85108184814,4.5,100317.63020324707,-8.30594112884997e-05,1.0031763020324704,8.333015441897018e-05
2016-10-14,2722.8246688842773,97609.85108184814,4.5,100332.67575073242,0.00014997909594627323,1.003326757507324,0.0
2016-10-17,2720.973777770996,97609.85108184814,4.5,100330.82485961914,-1.844754063851095e-05,1.003308248596191,1.8508911132864014e-05
2016-10-18,2719.1211700439453,97609.85108184814,4.5,100328.97225189209,-1.8464990491628974e-05,1.0032897225189206,3.703498840335051e-05
2016-10-19,2711.019706726074,97609.85108184814,4.5,100320.87078857422,-8.074899140331215e-05,1.003208707885742,0.00011804962158201704
2016-10-20,2709.630584716797,97609.85108184814,4.5,100319.48166656494,-1.384678978921805e-05,1.003194816665649,0.0001319408416748935
2016-10-21,2698.9831924438477,97609.85108184814,4.5,100308.83427429199,-0.00010613484136945406,1.0030883427429196,0.00023841476440433773
2016-10-24,2723.287582397461,97609.85108184814,4.5,100333.1386642456,0.0002422956076546523,1.0033313866424558,0.0
2016-10-25,2737.1761322021484,97609.85108184814,4.5,100347.0272140503,0.00013842435300626121,1.0034702721405027,0.0
2016-10-26,2675.604248046875,97609.85108184814,4.5,100285.45532989502,-0.0006135895189394169,1.00285455329895,0.0006157188415527592
2016-10-27,2649.910545349121,97609.85108184814,4.5,100259.76162719727,-0.0002562056742250185,1.0025976162719723,0.0008726558685303587
2016-10-28,2632.318687438965,97609.85108184814,4.5,100242.16976928711,-0.00017546279409252907,1.0024216976928708,0.0010485744476318448
2016-10-31,2628.152275085449,97609.85108184814,4.5,100238.0033569336,-4.156346937722599e-05,1.0023800335693356,0.0010902385711670792
2016-11-01,2580.6997299194336,97609.85108184814,4.5,100190.55081176758,-0.00047339874675123017,1.0019055081176753,0.0015647640228273474
2016-11-02,2583.0148696899414,97609.85108184814,4.5,100192.86595153809,2.3107366430741294e-05,1.0019286595153805,0.0015416126251222018
2016-11-03,2555.327796936035,97609.85108184814,4.5,100165.17887878418,-0.0002763377660770505,1.0016517887878413,0.0018184833526613264
2016-11-04,2532.2946548461914,97609.85108184814,4.5,100142.14573669434,-0.00022995158944127958,1.0014214573669429,0.0020488147735597817
2016-11-07,2568.8222885131836,97609.85108184814,4.5,100178.67337036133,0.0003647578489383019,1.0017867337036126,0.001683538436890064
2016-11-08,2583.945655822754,97609.85108184814,4.5,100193.7967376709,0.0001509639407346608,1.0019379673767081,0.001532304763794512
2016-11-09,2579.758071899414,97609.85108184814,4.5,100189.60915374756,-4.1794842192688364e-05,1.0018960915374748,0.0015741806030278305
2016-11-10,2507.8643798828125,97609.85108184814,4.5,100117.71546173096,-0.0007175763297596616,1.0011771546173087,0.002293117523193944
2016-11-11,2522.7554321289062,97609.85108184814,4.5,100132.60651397705,0.00014873543785354215,1.0013260651397697,0.002144207000732923
2016-11-14,2459.4715118408203,97609.85108184814,4.5,100069.32259368896,-0.0006320011282164861,1.0006932259368888,0.0027770462036138532
2016-11-15,2492.044258117676,97609.85108184814,4.5,100101.89533996582,0.0003255018164669554,1.0010189533996574,0.002451318740845254
2016-11-16,2559.050178527832,97609.85108184814,4.5,100168.90126037598,0.0006693771399890469,1.001689012603759,0.0017812595367436845
2016-11-17,2558.1199645996094,97609.85108184814,4.5,100167.97104644775,-9.286454343837569e-06,1.0016797104644768,0.0017905616760258702
2016-11-18,2560.6788635253906,97609.85108184814,4.5,100170.52994537354,2.5546079241101083e-05,1.0017052994537345,0.0017649726867681181
2016-11-21,2599.5338439941406,97609.85108184814,4.5,100209.38492584229,0.00038788833891501007,1.002093849258422,0.00137642288208073
2016-11-22,2601.1619567871094,97609.85108184814,4.5,100211.01303863525,1.6247108932665455e-05,1.0021101303863515,0.0013601417541511118
2016-11-23,2587.9005432128906,97609.85108184814,4.5,100197.75162506104,-0.00013233489186570413,1.0019775162506093,0.0014927558898933935
2016-11-25,2600.929641723633,97609.85108184814,4.5,100210.78072357178,0.0001300338410734625,1.0021078072357166,0.001362464904786087
2016-11-28,2595.811080932617,97609.85108184814,4.5,100205.66216278076,-5.1077945447119966e-05,1.0020566216278064,0.0014136505126962629
2016-11-29,2593.252182006836,97609.85108184814,4.5,100203.10326385498,-2.553647040048901e-05,1.0020310326385486,0.001439239501954015
2016-11-30,2571.3821411132812,97609.85108184814,4.5,100181.23322296143,-0.0002182571215979534,1.001812332229613,0.0016579399108895831
2016-12-01,2547.4170684814453,97609.85108184814,4.5,100157.26815032959,-0.00023921718530350855,1.0015726815032948,0.0018975906372078466
2016-12-02,2556.9564819335938,97609.85108184814,4.5,100166.80756378174,9.524434550112204e-05,1.0016680756378165,0.0018021965026862041
2016-12-05,2538.5765075683594,97609.85108184814,4.5,100148.4275894165,-0.0001834936623444916,1.0014842758941642,0.0019859962463384395
2016-12-06,2558.1199645996094,97609.85108184814,4.5,100167.97104644775,0.00019514492140970674,1.0016797104644766,0.0017905616760260923
2016-12-07,2583.2481384277344,97609.85108184814,4.5,100193.09922027588,0.0002508603655002606,1.001930992202758,0.0015392799377447197
2016-12-08,2608.6082458496094,97609.85108184814,4.5,100218.45932769775,0.0002531123163096449,1.0021845932769768,0.0012856788635258187
2016-12-09,2651.18465423584,97609.85108184814,4.5,100261.03573608398,0.00042483599001474914,1.0026103573608391,0.0008599147796635176
2016-12-12,2636.061477661133,97609.85108184814,4.5,100245.91255950928,-0.00015083802459925355,1.002459125595092,0.0010111465454105684
2016-12-13,2680.034637451172,97609.85108184814,4.5,100289.88571929932,0.0004386528953381763,1.0028988571929927,0.0005714149475100072
2016-12-14,2680.034637451172,97609.85108184814,4.5,100289.88571929932,0.0,1.0028988571929927,0.0005714149475100072
2016-12-15,2694.692611694336,97609.85108184814,4.5,100304.54369354248,0.00014615605689471955,1.0030454369354243,0.000424835205078411
2016-12-16,2698.1822967529297,97609.85108184814,4.5,100308.03337860107,3.479089710278771e-05,1.0030803337860101,0.000389938354492525
2016-12-19,2713.7706756591797,97609.85108184814,4.5,100323.62175750732,0.0001554050895147263,1.0032362175750726,0.00023405456543001968
2016-12-20,2720.9835052490234,97609.85108184814,4.5,100330.83458709717,7.189562600995458e-05,1.003308345870971,0.00016192626953159817
2016-12-21,2723.5424041748047,97609.85108184814,4.5,100333.39348602295,2.550461118278058e-05,1.003333934860229,0.00013633728027362402
2016-12-22,2705.62801361084,97609.85108184814,4.5,100315.47909545898,-0.0001785486361174371,1.0031547909545895,0.0003154811859131801
2016-12-23,2710.9790802001953,97609.85108184814,4.5,100320.83016204834,5.334238182985729e-05,1.0032083016204831,0.0002619705200195277
2016-12-27,2728.195571899414,97609.85108184814,4.5,100338.04665374756,0.0001716143264705039,1.0033804665374753,8.980560302740415e-05
2016-12-28,2716.563034057617,97609.85108184814,4.5,100326.41411590576,-0.00011593346920479863,1.0032641411590573,0.000206130981445396
2016-12-29,2715.8653259277344,97609.85108184814,4.5,100325.71640777588,-6.954381216894845e-06,1.0032571640777583,0.00021310806274432714
2016-12-30,2694.692611694336,97609.85108184814,4.5,100304.54369354248,-0.00021103975123726304,1.0030454369354245,0.00042483520507818895
2017-01-03,2702.3706436157227,97609.85108184814,4.5,100312.22172546387,7.654719954497402e-05,1.0031222172546383,0.0003480548858643129
2017-01-04,2699.3459701538086,97609.85108184814,4.5,100309.19705200195,-3.0152591677157226e-05,1.0030919705200192,0.0003783016204834677
2017-01-05,2713.07315826416,97609.85108184814,4.5,100322.9242401123,0.000136848748806484,1.0032292424011227,0.00024102973938000538
2017-01-06,2743.318557739258,97609.85108184814,4.5,100353.1696395874,0.00030148044132682905,1.0035316963958738,0.0
2017-01-09,2768.446922302246,97609.85108184814,4.5,100378.29800415039,0.000250399311284788,1.0037829800415037,0.0
2017-01-10,2771.2379455566406,97609.85108184814,4.5,100381.08902740479,2.7805046607598527e-05,1.0038108902740477,0.0
2017-01-11,2786.128807067871,97609.85108184814,4.5,100395.97988891602,0.00014834329509172406,1.00395979888916,0.0
2017-01-12,2774.4958877563477,97609.85108184814,4.5,100384.34696960449,-0.00011587036975380105,1.0038434696960448,0.00011632919311521661
2017-01-13,2769.6102142333984,97609.85108184814,4.5,100379.46129608154,-4.8669674809209695e-05,1.0037946129608153,0.00016518592834469104
2017-01-17,2791.9450759887695,97609.85108184814,4.5,100401.79615783691,0.00022250429985359865,1.0040179615783689,0.0
2017-01-18,2791.712760925293,97609.85108184814,4.5,100401.56384277344,-2.313853659674514e-06,1.0040156384277341,2.3231506347531905e-06
